,Age,Gender,Income Level,Dietary Preference,Exercise Frequency,Eating Disorder Habit,Location,Daily Caloric Intake
792,42,Female,Medium,Non-vegetarian,High,restrictive_eating,nashville,3049.2
793,41,Female,High,Non-vegetarian,Low,restrictive_eating,nashville,2922.48
794,32,Female,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,2112
795,60,Female,Low,vegan,Low,restrictive_eating,alton,2332.8
796,47,Male,Medium,Vegetarian,Low,binge_eating,springfield,2791.8
797,26,Male,Low,Non-vegetarian,Low,restrictive_eating,naperville,1510.08
798,20,Male,High,Vegetarian,High,binge_eating,chicago,1742.4
799,23,Female,High,vegan,High,binge_eating,champaign,1639.44
800,43,Female,Low,vegan,Medium,restrictive_eating,alton,1857.6
801,51,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,4936.8
802,50,Male,Medium,Non-vegetarian,High,binge_eating,champaign,4436.666667
803,32,Female,Low,vegan,High,restrictive_eating,springfield,1520.64
804,45,Male,Low,Non-vegetarian,High,binge_eating,alton,3194.4
805,34,Male,High,vegan,Medium,binge_eating,chicago,2692.8
806,29,Male,Medium,Non-vegetarian,Low,binge_eating,chicago,2105.4
807,36,Female,Medium,Vegetarian,High,restrictive_eating,alton,2138.4
808,49,Male,Low,vegan,Low,restrictive_eating,nashville,2328.48
809,28,Female,Medium,vegan,High,binge_eating,nashville,1663.2
810,28,Female,Low,Vegetarian,Medium,binge_eating,champaign,1209.6
811,21,Male,Low,Non-vegetarian,High,binge_eating,champaign,1490.72
812,50,Male,High,vegan,Medium,restrictive_eating,alton,3960
813,56,Female,Medium,Vegetarian,High,restrictive_eating,springfield,3326.4
814,31,Female,Low,Non-vegetarian,Low,restrictive_eating,springfield,1473.12
815,26,Male,High,vegan,Low,restrictive_eating,champaign,1853.28
816,55,Male,High,vegan,Medium,restrictive_eating,nashville,4356
817,47,Male,Low,Non-vegetarian,Low,binge_eating,champaign,2729.76
818,27,Female,Medium,Non-vegetarian,Medium,binge_eating,naperville,1782
819,57,Female,High,Vegetarian,High,restrictive_eating,naperville,4062.96
820,41,Male,Low,vegan,High,restrictive_eating,champaign,2381.28
821,43,Female,Low,vegan,Medium,binge_eating,springfield,1857.6
822,53,Male,Low,vegan,Low,restrictive_eating,champaign,2518.56
823,50,Male,Low,Vegetarian,Medium,binge_eating,nashville,2640
824,41,Female,Low,Non-vegetarian,Medium,restrictive_eating,naperville,2164.8
825,27,Male,High,vegan,High,binge_eating,nashville,2352.24
826,38,Male,High,Non-vegetarian,High,binge_eating,springfield,4046.24
827,27,Male,Medium,vegan,High,restrictive_eating,naperville,1960.2
828,38,Female,High,Vegetarian,High,binge_eating,naperville,2708.64
829,48,Female,Medium,vegan,Low,restrictive_eating,nashville,2332.8
830,30,Female,Low,vegan,High,binge_eating,alton,1425.6
831,38,Female,High,Vegetarian,High,restrictive_eating,alton,2708.64
832,20,Female,Medium,Non-vegetarian,High,restrictive_eating,nashville,1452
833,49,Male,Low,Vegetarian,Medium,binge_eating,alton,2587.2
834,58,Male,High,vegan,Low,binge_eating,champaign,4134.24
835,45,Male,High,Vegetarian,Medium,binge_eating,naperville,3564
836,35,Female,Low,vegan,High,restrictive_eating,chicago,1663.2
837,28,Female,High,Non-vegetarian,High,binge_eating,nashville,2439.36
838,36,Male,Medium,Non-vegetarian,Low,restrictive_eating,champaign,2613.6
839,50,Female,Low,Vegetarian,High,restrictive_eating,springfield,2376
840,45,Female,Medium,vegan,High,restrictive_eating,nashville,2673
841,54,Male,Low,Vegetarian,Medium,restrictive_eating,nashville,2851.2
842,60,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,3960
843,29,Male,Low,Vegetarian,Medium,binge_eating,champaign,1531.2
844,55,Female,Low,vegan,High,restrictive_eating,chicago,2613.6
845,49,Female,High,vegan,Medium,binge_eating,nashville,3175.2
846,41,Female,Low,Non-vegetarian,High,restrictive_eating,nashville,2381.28
847,24,Female,High,Vegetarian,Low,binge_eating,chicago,1399.68
848,25,Female,Low,vegan,High,restrictive_eating,springfield,1188
849,41,Female,Low,Non-vegetarian,Low,binge_eating,nashville,1948.32
850,60,Male,High,Non-vegetarian,High,restrictive_eating,nashville,6388.8
851,44,Male,High,Vegetarian,Medium,restrictive_eating,chicago,3484.8
852,48,Female,High,Vegetarian,High,restrictive_eating,chicago,3421.44
853,50,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,4840
854,41,Male,High,vegan,High,binge_eating,chicago,3571.92
855,22,Female,Low,vegan,Medium,restrictive_eating,springfield,950.4
856,41,Male,Low,Non-vegetarian,Medium,restrictive_eating,chicago,2645.866667
857,18,Female,Low,Vegetarian,Medium,binge_eating,alton,777.6
858,48,Female,Low,Vegetarian,Medium,restrictive_eating,springfield,2073.6
859,31,Female,Low,Vegetarian,Low,restrictive_eating,chicago,1205.28
860,19,Female,Medium,vegan,Low,restrictive_eating,chicago,923.4
861,28,Male,High,vegan,Medium,binge_eating,alton,2217.6
862,24,Female,Low,Non-vegetarian,Low,binge_eating,chicago,1140.48
863,53,Male,High,vegan,Medium,restrictive_eating,springfield,4197.6
864,38,Female,High,Vegetarian,High,restrictive_eating,chicago,2708.64
865,26,Female,High,Vegetarian,High,binge_eating,springfield,1853.28
866,49,Female,Low,vegan,High,binge_eating,naperville,2328.48
867,60,Male,Low,vegan,Low,binge_eating,nashville,2851.2
868,24,Male,Medium,Non-vegetarian,Low,restrictive_eating,springfield,1742.4
869,27,Male,Low,Non-vegetarian,Low,restrictive_eating,nashville,1568.16
870,53,Female,Medium,Vegetarian,High,restrictive_eating,alton,3148.2
871,30,Male,High,Vegetarian,Low,restrictive_eating,nashville,2138.4
872,29,Male,Medium,Vegetarian,Medium,restrictive_eating,champaign,1914
873,44,Female,Medium,vegan,Medium,restrictive_eating,nashville,2376
874,50,Female,High,Non-vegetarian,Low,binge_eating,alton,3564
875,52,Female,High,Non-vegetarian,High,restrictive_eating,naperville,4530.24
876,29,Female,High,vegan,Medium,binge_eating,chicago,1879.2
877,28,Male,High,vegan,Medium,binge_eating,nashville,2217.6
878,59,Female,Medium,Non-vegetarian,High,binge_eating,champaign,4283.4
879,45,Male,Low,Non-vegetarian,Medium,binge_eating,naperville,2904
880,44,Female,Low,Vegetarian,High,restrictive_eating,alton,2090.88
881,43,Male,Low,Non-vegetarian,Medium,binge_eating,springfield,2774.933333
882,27,Male,Medium,vegan,Medium,binge_eating,alton,1782
883,28,Male,Low,Vegetarian,Low,binge_eating,chicago,1330.56
884,36,Male,Medium,Vegetarian,High,restrictive_eating,chicago,2613.6
885,41,Female,Low,Vegetarian,High,restrictive_eating,champaign,1948.32
886,31,Female,Low,Vegetarian,Low,restrictive_eating,champaign,1205.28
887,36,Male,Medium,Non-vegetarian,Low,restrictive_eating,champaign,2613.6
888,41,Female,Low,Vegetarian,High,restrictive_eating,chicago,1948.32
889,43,Male,Low,Vegetarian,Low,restrictive_eating,springfield,2043.36
890,30,Female,Low,Non-vegetarian,Low,binge_eating,springfield,1425.6
891,47,Female,Low,Vegetarian,Low,binge_eating,springfield,1827.36
892,53,Female,High,Vegetarian,Medium,binge_eating,champaign,3434.4
893,31,Female,High,vegan,Low,binge_eating,nashville,1807.92
894,48,Female,Low,vegan,High,binge_eating,nashville,2280.96
895,41,Male,Medium,vegan,Medium,restrictive_eating,springfield,2706
896,53,Male,High,Vegetarian,High,restrictive_eating,springfield,4617.36
897,41,Female,Medium,Vegetarian,High,binge_eating,chicago,2435.4
898,28,Male,High,vegan,Low,binge_eating,naperville,1995.84
899,42,Female,Medium,Vegetarian,High,binge_eating,naperville,2494.8
900,39,Male,High,Non-vegetarian,Medium,restrictive_eating,alton,3775.2
901,46,Male,Medium,Vegetarian,Medium,binge_eating,alton,3036
902,38,Male,Low,vegan,Low,restrictive_eating,champaign,1805.76
903,34,Male,High,Non-vegetarian,High,binge_eating,chicago,3620.32
904,22,Male,High,vegan,Low,binge_eating,naperville,1568.16
905,29,Female,Low,Non-vegetarian,Low,binge_eating,naperville,1378.08
906,34,Male,Medium,Non-vegetarian,High,restrictive_eating,chicago,3016.933333
907,43,Female,High,Vegetarian,Medium,binge_eating,springfield,2786.4
908,55,Male,High,vegan,Medium,restrictive_eating,springfield,4356
909,50,Female,Medium,vegan,Low,binge_eating,champaign,2430
910,53,Male,Medium,Vegetarian,Medium,binge_eating,naperville,3498
911,59,Female,Medium,Non-vegetarian,Low,binge_eating,chicago,3504.6
912,20,Female,Low,Vegetarian,Medium,binge_eating,springfield,864
913,18,Male,Medium,Non-vegetarian,Low,restrictive_eating,nashville,1306.8
914,52,Female,High,Vegetarian,High,restrictive_eating,nashville,3706.56
915,19,Female,Medium,vegan,Low,restrictive_eating,springfield,923.4
916,22,Male,Low,vegan,Medium,binge_eating,chicago,1161.6
917,53,Female,Low,Vegetarian,Medium,binge_eating,champaign,2289.6
918,39,Male,High,vegan,Medium,restrictive_eating,chicago,3088.8
919,34,Female,Low,Non-vegetarian,High,restrictive_eating,alton,1974.72
920,49,Female,Medium,Non-vegetarian,Low,binge_eating,springfield,2910.6
921,29,Male,Medium,vegan,Low,binge_eating,springfield,1722.6
922,38,Male,Low,Non-vegetarian,Medium,binge_eating,alton,2452.266667
923,32,Female,Low,Vegetarian,High,restrictive_eating,chicago,1520.64
924,55,Female,Medium,vegan,Medium,restrictive_eating,alton,2970
925,35,Female,Medium,vegan,Medium,restrictive_eating,champaign,1890
926,46,Male,Low,vegan,Medium,restrictive_eating,chicago,2428.8
927,54,Female,Medium,Vegetarian,High,restrictive_eating,nashville,3207.6
928,38,Male,Low,Non-vegetarian,Medium,restrictive_eating,chicago,2452.266667
929,45,Male,Medium,vegan,High,restrictive_eating,nashville,3267
930,58,Male,Low,vegan,High,restrictive_eating,springfield,3368.64
931,56,Male,High,vegan,High,binge_eating,chicago,4878.72
932,24,Male,Medium,Non-vegetarian,Low,binge_eating,nashville,1742.4
933,47,Male,Medium,Vegetarian,High,binge_eating,nashville,3412.2
934,48,Female,Low,Non-vegetarian,High,restrictive_eating,champaign,2787.84
935,18,Male,High,Non-vegetarian,Low,restrictive_eating,nashville,1568.16
936,33,Male,Medium,vegan,Medium,restrictive_eating,chicago,2178
937,27,Male,Low,Non-vegetarian,Medium,restrictive_eating,champaign,1742.4
938,25,Male,High,vegan,Medium,binge_eating,champaign,1980
939,38,Female,High,vegan,High,restrictive_eating,chicago,2708.64
940,36,Male,Medium,Vegetarian,High,restrictive_eating,chicago,2613.6
941,55,Female,Medium,vegan,Low,binge_eating,chicago,2673
942,36,Male,Low,Non-vegetarian,High,restrictive_eating,springfield,2555.52
943,55,Male,Low,Non-vegetarian,High,restrictive_eating,alton,3904.266667
944,59,Male,Low,Vegetarian,High,binge_eating,nashville,3426.72
945,18,Male,High,vegan,Low,restrictive_eating,springfield,1283.04
946,33,Female,High,vegan,High,restrictive_eating,springfield,2352.24
947,41,Male,High,Non-vegetarian,High,binge_eating,nashville,4365.68
948,49,Female,Medium,vegan,High,binge_eating,nashville,2910.6
949,25,Male,High,vegan,Medium,binge_eating,springfield,1980
950,47,Male,Low,Vegetarian,Low,restrictive_eating,alton,2233.44
951,48,Female,Low,Non-vegetarian,High,restrictive_eating,chicago,2787.84
952,54,Female,Low,vegan,Low,binge_eating,springfield,2099.52
953,34,Female,Medium,Non-vegetarian,High,binge_eating,alton,2468.4
954,37,Male,Medium,Non-vegetarian,Low,binge_eating,nashville,2686.2
955,54,Female,Low,Non-vegetarian,High,restrictive_eating,nashville,3136.32
956,32,Female,High,vegan,High,binge_eating,springfield,2280.96
957,50,Female,Medium,Vegetarian,Medium,binge_eating,chicago,2700
958,20,Female,Low,vegan,Medium,restrictive_eating,nashville,864
959,29,Male,Low,vegan,Low,restrictive_eating,chicago,1378.08
960,39,Female,High,vegan,Medium,binge_eating,champaign,2527.2
961,35,Male,Medium,Non-vegetarian,High,restrictive_eating,naperville,3105.666667
962,55,Female,Medium,Non-vegetarian,High,binge_eating,springfield,3993
963,51,Female,Medium,Vegetarian,Medium,restrictive_eating,naperville,2754
964,40,Female,Medium,vegan,Low,restrictive_eating,champaign,1944
965,54,Female,Medium,vegan,Low,binge_eating,naperville,2624.4
966,54,Female,High,vegan,Medium,restrictive_eating,springfield,3499.2
967,47,Female,Low,Vegetarian,High,binge_eating,chicago,2233.44
968,59,Female,High,Non-vegetarian,High,restrictive_eating,nashville,5140.08
969,46,Female,Low,vegan,Medium,binge_eating,champaign,1987.2
970,24,Female,Low,Vegetarian,Low,restrictive_eating,chicago,933.12
971,50,Female,High,Vegetarian,High,restrictive_eating,alton,3564
972,30,Female,High,Vegetarian,High,restrictive_eating,chicago,2138.4
973,60,Female,Medium,vegan,High,binge_eating,nashville,3564
974,36,Female,Low,Non-vegetarian,High,restrictive_eating,nashville,2090.88
975,21,Male,High,Non-vegetarian,Low,binge_eating,chicago,1829.52
976,24,Female,Low,Non-vegetarian,Low,restrictive_eating,chicago,1140.48
977,19,Male,Medium,vegan,Low,binge_eating,chicago,1128.6
978,36,Male,Low,Vegetarian,Low,restrictive_eating,springfield,1710.72
979,56,Male,Low,Non-vegetarian,Low,binge_eating,alton,3252.48
980,18,Male,High,Vegetarian,Low,binge_eating,springfield,1283.04
981,60,Male,Low,Vegetarian,Low,binge_eating,naperville,2851.2
982,60,Male,High,Vegetarian,High,binge_eating,alton,5227.2
983,20,Female,Low,vegan,High,restrictive_eating,nashville,950.4
984,22,Male,Low,Non-vegetarian,High,restrictive_eating,springfield,1561.706667
985,33,Male,High,Non-vegetarian,Low,binge_eating,springfield,2874.96
986,24,Male,Low,Vegetarian,High,restrictive_eating,champaign,1393.92
987,27,Male,High,Non-vegetarian,High,binge_eating,naperville,2874.96
988,52,Female,High,vegan,Medium,binge_eating,alton,3369.6
989,40,Male,High,vegan,Medium,binge_eating,chicago,3168
990,25,Female,High,Vegetarian,Medium,restrictive_eating,naperville,1620
991,59,Female,High,vegan,Low,binge_eating,naperville,3440.88
992,18,Female,Low,Vegetarian,High,restrictive_eating,nashville,855.36
993,40,Male,Low,Non-vegetarian,Medium,restrictive_eating,alton,2581.333333
994,55,Female,High,Non-vegetarian,High,restrictive_eating,naperville,4791.6
995,50,Male,High,Non-vegetarian,High,restrictive_eating,naperville,5324
996,59,Female,Medium,Vegetarian,Medium,restrictive_eating,nashville,3186
997,27,Female,Medium,vegan,High,binge_eating,nashville,1603.8
998,52,Female,High,vegan,Low,binge_eating,chicago,3032.64
999,33,Female,High,Non-vegetarian,Medium,restrictive_eating,naperville,2613.6
1000,32,Female,Low,vegan,Low,binge_eating,springfield,1244.16
1001,18,Male,Low,Non-vegetarian,Medium,restrictive_eating,naperville,1161.6
1002,26,Female,High,Vegetarian,High,restrictive_eating,springfield,1853.28
1003,50,Male,High,vegan,Medium,restrictive_eating,nashville,3960
1004,40,Male,Low,Vegetarian,Low,restrictive_eating,alton,1900.8
1005,29,Male,Low,vegan,Low,binge_eating,chicago,1378.08
1006,21,Female,Medium,vegan,Medium,restrictive_eating,alton,1134
1007,43,Female,High,Vegetarian,Medium,binge_eating,chicago,2786.4
1008,37,Male,High,vegan,High,restrictive_eating,nashville,3223.44
1009,47,Male,High,Non-vegetarian,Low,binge_eating,champaign,4094.64
1010,28,Male,Medium,vegan,Low,binge_eating,champaign,1663.2
1011,40,Female,Medium,Non-vegetarian,High,binge_eating,chicago,2904
1012,45,Female,Low,Non-vegetarian,Low,binge_eating,chicago,2138.4
1013,38,Male,Medium,Vegetarian,High,restrictive_eating,champaign,2758.8
1014,19,Female,Medium,Non-vegetarian,Medium,restrictive_eating,alton,1254
1015,54,Female,Medium,Vegetarian,High,restrictive_eating,alton,3207.6
1016,41,Male,High,Non-vegetarian,High,restrictive_eating,naperville,4365.68
1017,37,Male,Low,Non-vegetarian,Low,binge_eating,naperville,2148.96
1018,19,Male,Medium,Vegetarian,Medium,binge_eating,nashville,1254
1019,37,Male,Low,Non-vegetarian,High,binge_eating,chicago,2626.506667
1020,37,Male,Low,Vegetarian,High,restrictive_eating,springfield,2148.96
1021,35,Male,High,vegan,Medium,restrictive_eating,chicago,2772
1022,29,Male,Medium,vegan,Low,binge_eating,nashville,1722.6
1023,48,Female,Low,vegan,Low,restrictive_eating,chicago,1866.24
1024,53,Male,High,Non-vegetarian,High,restrictive_eating,chicago,5643.44
1025,43,Female,Low,Non-vegetarian,Low,restrictive_eating,springfield,2043.36
1026,48,Female,High,Non-vegetarian,High,restrictive_eating,springfield,4181.76
1027,34,Male,Medium,vegan,Low,restrictive_eating,springfield,2019.6
1028,54,Male,High,Non-vegetarian,High,binge_eating,naperville,5749.92
1029,43,Male,Low,Non-vegetarian,High,restrictive_eating,alton,3052.426667
1030,27,Male,Medium,Vegetarian,High,binge_eating,springfield,1960.2
1031,44,Female,Low,Vegetarian,Low,restrictive_eating,naperville,1710.72
1032,39,Male,Medium,Vegetarian,High,binge_eating,springfield,2831.4
1033,39,Male,High,vegan,Low,restrictive_eating,chicago,2779.92
1034,56,Male,High,vegan,High,binge_eating,nashville,4878.72
1035,48,Male,Low,vegan,Medium,restrictive_eating,naperville,2534.4
1036,41,Female,Low,vegan,Medium,binge_eating,champaign,1771.2
1037,57,Male,Low,Non-vegetarian,High,binge_eating,nashville,4046.24
1038,30,Female,Low,vegan,Medium,binge_eating,alton,1296
1039,58,Male,Low,Vegetarian,Medium,binge_eating,naperville,3062.4
1040,28,Male,Low,Non-vegetarian,High,binge_eating,springfield,1987.626667
1041,43,Female,High,vegan,High,binge_eating,chicago,3065.04
1042,40,Male,Low,Non-vegetarian,High,binge_eating,alton,2839.466667
1043,35,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,2310
1044,20,Female,Low,vegan,High,restrictive_eating,springfield,950.4
1045,52,Female,Medium,Vegetarian,Medium,restrictive_eating,nashville,2808
1046,59,Male,Medium,vegan,Medium,binge_eating,chicago,3894
1047,27,Female,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,1782
1048,47,Female,Medium,Non-vegetarian,Medium,restrictive_eating,champaign,3102
1049,33,Male,High,vegan,High,restrictive_eating,springfield,2874.96
1050,26,Male,High,vegan,Medium,binge_eating,alton,2059.2
1051,21,Male,High,Vegetarian,Low,binge_eating,champaign,1496.88
1052,59,Male,Medium,vegan,Medium,binge_eating,chicago,3894
1053,46,Female,High,Vegetarian,High,restrictive_eating,springfield,3278.88
1054,35,Male,High,Non-vegetarian,Low,restrictive_eating,chicago,3049.2
1055,32,Female,Medium,Non-vegetarian,High,restrictive_eating,alton,2323.2
1056,39,Male,High,Vegetarian,High,restrictive_eating,chicago,3397.68
1057,25,Male,Low,vegan,High,restrictive_eating,naperville,1452
1058,21,Female,Low,Non-vegetarian,Low,restrictive_eating,springfield,997.92
1059,46,Female,Medium,Non-vegetarian,Low,binge_eating,springfield,2732.4
1060,33,Female,Medium,Non-vegetarian,Medium,binge_eating,springfield,2178
1061,42,Female,Medium,vegan,Medium,restrictive_eating,chicago,2268
1062,59,Male,Medium,vegan,High,restrictive_eating,champaign,4283.4
1063,34,Female,Medium,vegan,Medium,binge_eating,springfield,1836
1064,49,Male,Low,Vegetarian,High,binge_eating,nashville,2845.92
1065,40,Male,Low,Non-vegetarian,Low,binge_eating,alton,2323.2
1066,21,Male,High,Non-vegetarian,High,binge_eating,springfield,2236.08
1067,40,Male,Medium,Non-vegetarian,High,binge_eating,nashville,3549.333333
1068,54,Male,High,Vegetarian,High,restrictive_eating,springfield,4704.48
1069,23,Male,Low,Vegetarian,Low,binge_eating,chicago,1092.96
1070,45,Female,High,Non-vegetarian,High,binge_eating,chicago,3920.4
1071,50,Male,High,vegan,Low,restrictive_eating,nashville,3564
1072,43,Female,Medium,Non-vegetarian,High,binge_eating,champaign,3121.8
1073,38,Male,High,Vegetarian,Medium,restrictive_eating,champaign,3009.6
1074,50,Female,High,vegan,High,binge_eating,chicago,3564
1075,20,Male,High,vegan,High,binge_eating,chicago,1742.4
1076,50,Male,Medium,Vegetarian,Low,restrictive_eating,alton,2970
1077,29,Female,Low,vegan,Low,restrictive_eating,champaign,1127.52
1078,41,Male,High,Vegetarian,High,binge_eating,nashville,3571.92
1079,36,Male,High,Non-vegetarian,Low,restrictive_eating,nashville,3136.32
1080,48,Female,High,Vegetarian,Low,binge_eating,chicago,2799.36
1081,26,Male,High,Vegetarian,Medium,restrictive_eating,chicago,2059.2
1082,28,Female,Medium,Non-vegetarian,Low,binge_eating,chicago,1663.2
1083,39,Male,Low,Non-vegetarian,High,binge_eating,champaign,2768.48
1084,20,Female,High,vegan,Medium,restrictive_eating,alton,1296
1085,39,Female,High,Vegetarian,Medium,restrictive_eating,chicago,2527.2
1086,34,Male,Medium,Non-vegetarian,Low,binge_eating,alton,2468.4
1087,19,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,1103.52
1088,42,Female,High,Vegetarian,Medium,binge_eating,naperville,2721.6
1089,51,Male,Medium,Non-vegetarian,Medium,binge_eating,champaign,4114
1090,39,Female,Medium,vegan,Medium,restrictive_eating,champaign,2106
1091,32,Female,Low,Non-vegetarian,High,binge_eating,naperville,1858.56
1092,49,Female,High,Non-vegetarian,High,restrictive_eating,springfield,4268.88
1093,22,Female,Medium,Vegetarian,Low,restrictive_eating,naperville,1069.2
1094,30,Male,Low,Non-vegetarian,High,binge_eating,springfield,2129.6
1095,29,Male,Medium,Non-vegetarian,High,restrictive_eating,alton,2573.266667
1096,54,Male,High,Non-vegetarian,High,restrictive_eating,nashville,5749.92
1097,57,Male,Low,vegan,High,restrictive_eating,naperville,3310.56
1098,33,Female,High,vegan,Low,binge_eating,chicago,1924.56
1099,44,Male,Medium,vegan,High,restrictive_eating,chicago,3194.4
1100,34,Female,Medium,Vegetarian,Medium,binge_eating,chicago,1836
1101,23,Female,High,Non-vegetarian,Low,binge_eating,champaign,1639.44
1102,30,Male,High,Non-vegetarian,Medium,binge_eating,chicago,2904
1103,59,Male,Low,Vegetarian,Low,restrictive_eating,alton,2803.68
1104,44,Female,High,Non-vegetarian,Medium,binge_eating,naperville,3484.8
1105,58,Male,High,Vegetarian,High,restrictive_eating,champaign,5052.96
1106,35,Female,High,Non-vegetarian,Medium,restrictive_eating,nashville,2772
1107,57,Male,Low,Non-vegetarian,Low,restrictive_eating,chicago,3310.56
1108,39,Male,High,Vegetarian,High,binge_eating,springfield,3397.68
1109,21,Male,Low,Vegetarian,High,binge_eating,alton,1219.68
1110,18,Male,High,vegan,Low,restrictive_eating,chicago,1283.04
1111,32,Female,High,Vegetarian,High,restrictive_eating,champaign,2280.96
1112,46,Female,Low,Non-vegetarian,High,restrictive_eating,springfield,2671.68
1113,47,Female,High,Vegetarian,High,binge_eating,springfield,3350.16
1114,31,Male,Medium,Vegetarian,Medium,binge_eating,chicago,2046
1115,19,Female,Medium,Non-vegetarian,Low,restrictive_eating,champaign,1128.6
1116,47,Female,Medium,Non-vegetarian,High,binge_eating,champaign,3412.2
1117,44,Male,Low,Vegetarian,High,restrictive_eating,naperville,2555.52
1118,32,Female,High,vegan,High,restrictive_eating,alton,2280.96
1119,20,Male,Low,vegan,Low,restrictive_eating,chicago,950.4
1120,55,Male,Low,Non-vegetarian,High,restrictive_eating,springfield,3904.266667
1121,47,Female,High,Vegetarian,High,restrictive_eating,springfield,3350.16
1122,39,Male,Medium,Vegetarian,Medium,restrictive_eating,nashville,2574
1123,24,Male,Low,Vegetarian,Medium,binge_eating,alton,1267.2
1124,56,Male,High,Non-vegetarian,High,binge_eating,chicago,5962.88
1125,20,Male,Medium,vegan,Low,restrictive_eating,alton,1188
1126,36,Male,Low,Vegetarian,High,restrictive_eating,naperville,2090.88
1127,34,Male,High,Non-vegetarian,Medium,binge_eating,springfield,3291.2
1128,33,Female,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,2178
1129,22,Male,Medium,Vegetarian,Low,restrictive_eating,alton,1306.8
1130,22,Female,High,Non-vegetarian,High,restrictive_eating,naperville,1916.64
1131,55,Male,Low,vegan,Medium,restrictive_eating,chicago,2904
1132,26,Male,Low,Non-vegetarian,High,restrictive_eating,chicago,1845.653333
1133,35,Male,High,Vegetarian,High,restrictive_eating,nashville,3049.2
1134,34,Male,Low,Vegetarian,Medium,binge_eating,chicago,1795.2
1135,40,Male,High,Non-vegetarian,High,binge_eating,champaign,4259.2
1136,55,Female,Medium,Non-vegetarian,High,restrictive_eating,naperville,3993
1137,20,Female,High,Vegetarian,Low,binge_eating,alton,1166.4
1138,59,Male,Medium,vegan,Medium,restrictive_eating,naperville,3894
1139,34,Male,Low,Vegetarian,High,binge_eating,springfield,1974.72
1140,21,Male,High,vegan,Low,restrictive_eating,alton,1496.88
1141,45,Male,Medium,vegan,Low,restrictive_eating,nashville,2673
1142,60,Male,High,vegan,High,restrictive_eating,naperville,5227.2
1143,44,Male,High,Non-vegetarian,Medium,binge_eating,naperville,4259.2
1144,35,Female,Medium,Vegetarian,Medium,binge_eating,chicago,1890
1145,28,Male,High,Non-vegetarian,Medium,restrictive_eating,chicago,2710.4
1146,28,Female,Low,Vegetarian,High,restrictive_eating,alton,1330.56
1147,47,Male,High,vegan,Medium,binge_eating,chicago,3722.4
1148,41,Female,High,vegan,Medium,restrictive_eating,champaign,2656.8
1149,18,Male,Medium,Non-vegetarian,Low,restrictive_eating,nashville,1306.8
1150,31,Female,Medium,Non-vegetarian,Medium,binge_eating,alton,2046
1151,48,Male,Medium,Vegetarian,Medium,restrictive_eating,chicago,3168
1152,52,Female,Low,vegan,High,restrictive_eating,champaign,2471.04
1153,37,Male,High,Vegetarian,Medium,binge_eating,nashville,2930.4
1154,57,Male,Low,Vegetarian,Medium,restrictive_eating,nashville,3009.6
1155,59,Male,Medium,Non-vegetarian,Medium,restrictive_eating,nashville,4759.333333
1156,43,Male,High,Non-vegetarian,Low,binge_eating,chicago,3746.16
1157,55,Male,High,Non-vegetarian,Medium,restrictive_eating,nashville,5324
1158,40,Male,Medium,Vegetarian,High,binge_eating,chicago,2904
1159,36,Female,Low,Vegetarian,Medium,binge_eating,nashville,1555.2
1160,49,Male,Medium,Non-vegetarian,Medium,binge_eating,naperville,3952.666667
1161,48,Male,High,vegan,Low,restrictive_eating,springfield,3421.44
1162,21,Female,Medium,Vegetarian,Low,binge_eating,alton,1020.6
1163,55,Male,Medium,vegan,Medium,binge_eating,champaign,3630
1164,43,Male,High,vegan,Low,restrictive_eating,champaign,3065.04
1165,39,Female,High,Non-vegetarian,Medium,binge_eating,champaign,3088.8
1166,37,Male,Low,Non-vegetarian,High,binge_eating,chicago,2626.506667
1167,57,Female,Low,Vegetarian,Low,binge_eating,nashville,2216.16
1168,24,Male,Medium,Non-vegetarian,Low,binge_eating,springfield,1742.4
1169,46,Female,Low,vegan,High,restrictive_eating,alton,2185.92
1170,51,Female,Low,Vegetarian,High,binge_eating,nashville,2423.52
1171,23,Female,High,Vegetarian,High,restrictive_eating,alton,1639.44
1172,53,Male,Low,Vegetarian,Medium,restrictive_eating,naperville,2798.4
1173,45,Female,Medium,Non-vegetarian,Medium,restrictive_eating,springfield,2970
1174,46,Female,High,Vegetarian,Low,restrictive_eating,naperville,2682.72
1175,35,Male,High,Non-vegetarian,Low,restrictive_eating,springfield,3049.2
1176,35,Male,Medium,Vegetarian,Low,restrictive_eating,champaign,2079
1177,21,Male,Medium,Vegetarian,Low,restrictive_eating,nashville,1247.4
1178,56,Female,Low,vegan,Low,binge_eating,alton,2177.28
1179,55,Female,High,Vegetarian,High,restrictive_eating,nashville,3920.4
1180,29,Female,High,vegan,Low,restrictive_eating,alton,1691.28
1181,32,Female,High,Vegetarian,High,restrictive_eating,chicago,2280.96
1182,30,Female,Low,Non-vegetarian,Medium,restrictive_eating,alton,1584
1183,49,Male,Medium,Non-vegetarian,Medium,binge_eating,champaign,3952.666667
